Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
uw,07160354,1,"Saturday, July 16, 2011 03:54:00 UTC",48.2481,-121.6451,3.2,7.80,36,"Washington"
ak,10270796,1,"Saturday, July 16, 2011 03:31:17 UTC",63.3243,-149.3015,1.7,89.40, 9,"Central Alaska"
nc,71601695,3,"Saturday, July 16, 2011 03:28:06 UTC",38.8190,-122.8028,2.3,2.30,74,"Northern California"
pr,11197002,0,"Saturday, July 16, 2011 03:23:28 UTC",18.6130,-64.5999,3.1,111.00, 5,"Virgin Islands region"
ak,10270790,1,"Saturday, July 16, 2011 03:18:50 UTC",63.2837,-151.2204,1.8,0.40,14,"Central Alaska"
ak,10270787,2,"Saturday, July 16, 2011 03:12:12 UTC",51.7496,-171.4620,3.0,42.50,12,"Fox Islands, Aleutian Islands, Alaska"
ak,10270784,1,"Saturday, July 16, 2011 02:57:36 UTC",61.4335,-146.6012,1.2,28.80, 9,"Southern Alaska"
nn,00343173,8,"Saturday, July 16, 2011 02:31:21 UTC",38.0215,-118.1597,1.8,4.90, 8,"Nevada"
us,c0004yn3,4,"Saturday, July 16, 2011 02:09:11 UTC",39.1643,144.4401,4.5,33.60,47,"off the east coast of Honshu, Japan"
nc,71601655,3,"Saturday, July 16, 2011 02:06:55 UTC",38.8128,-122.7913,2.0,3.60,61,"Northern California"
us,c0004ymx,5,"Saturday, July 16, 2011 01:57:06 UTC",12.1006,-87.8933,4.8,81.00,135,"near the coast of Nicaragua"
ak,10270772,2,"Saturday, July 16, 2011 01:49:51 UTC",52.0573,-170.6838,3.4,25.10, 9,"Fox Islands, Aleutian Islands, Alaska"
ak,10270769,1,"Saturday, July 16, 2011 01:25:52 UTC",60.0883,-152.4854,1.7,69.80, 7,"Southern Alaska"
ci,15018340,2,"Saturday, July 16, 2011 01:09:15 UTC",34.0315,-116.6942,1.0,12.50,22,"Southern California"
ak,10270760,1,"Saturday, July 16, 2011 01:01:42 UTC",60.2056,-141.6941,1.3,4.10,10,"Southern Alaska"
pr,11197001,0,"Saturday, July 16, 2011 01:00:27 UTC",18.9699,-64.7669,3.2,92.00, 5,"Virgin Islands region"
ci,15018332,2,"Saturday, July 16, 2011 00:49:52 UTC",34.0305,-117.3098,1.1,17.70,12,"Greater Los Angeles area, California"
nc,71601635,3,"Saturday, July 16, 2011 00:48:01 UTC",37.5698,-118.8693,1.5,4.80,35,"Central California"
uw,07160047,1,"Saturday, July 16, 2011 00:47:12 UTC",48.0866,-122.6163,1.6,53.60,20,"Puget Sound region, Washington"
nc,71601625,3,"Saturday, July 16, 2011 00:40:47 UTC",37.4413,-118.8475,2.0,7.30,42,"Central California"
ci,15018300,5,"Saturday, July 16, 2011 00:29:20 UTC",32.0603,-115.1310,3.7,10.00,14,"Baja California, Mexico"
nc,71601620,2,"Saturday, July 16, 2011 00:27:31 UTC",37.4298,-118.3580,1.1,5.70, 9,"Central California"
us,c0004ymd,8,"Saturday, July 16, 2011 00:26:13 UTC",-33.7985,-72.0740,6.0,22.90,281,"offshore Valparaiso, Chile"
ak,10270736,1,"Saturday, July 16, 2011 00:24:55 UTC",62.5809,-152.1794,2.3,0.00,25,"Central Alaska"
nc,71601615,5,"Saturday, July 16, 2011 00:15:22 UTC",40.3778,-124.9432,2.7,23.20,44,"offshore Northern California"
uw,07160004,1,"Saturday, July 16, 2011 00:04:46 UTC",45.1453,-122.4349,2.0,7.30,18,"Oregon"
nc,71601605,2,"Friday, July 15, 2011 23:56:19 UTC",37.5698,-118.8692,1.5,4.80,34,"Central California"
nc,71601600,3,"Friday, July 15, 2011 23:55:35 UTC",37.5703,-118.8690,1.6,4.90,37,"Central California"
nc,71601595,2,"Friday, July 15, 2011 23:52:08 UTC",37.4270,-118.3598,1.2,6.40,12,"Central California"
nc,71601585,3,"Friday, July 15, 2011 23:37:57 UTC",35.8238,-120.3752,1.8,6.70,70,"Central California"
ak,10270711,4,"Friday, July 15, 2011 23:14:48 UTC",51.1120,-169.8711,3.4,25.50,21,"Fox Islands, Aleutian Islands, Alaska"
ak,10270709,2,"Friday, July 15, 2011 23:10:11 UTC",63.4435,-150.8517,1.4,7.10,17,"Central Alaska"
pr,11196018,0,"Friday, July 15, 2011 23:00:57 UTC",18.9689,-64.7720,3.2,94.00, 8,"Virgin Islands region"
nc,71601570,3,"Friday, July 15, 2011 22:56:31 UTC",38.6442,-122.8547,2.1,4.70,72,"Northern California"
nc,71601560,2,"Friday, July 15, 2011 22:48:44 UTC",37.5693,-118.8682,1.3,4.80,27,"Central California"
nc,71601550,3,"Friday, July 15, 2011 22:45:32 UTC",37.5720,-118.8695,1.7,4.80,40,"Central California"
ak,10270692,3,"Friday, July 15, 2011 22:37:00 UTC",53.7037,-163.3417,2.5,3.90,19,"Unimak Island region, Alaska"
ci,15018244,2,"Friday, July 15, 2011 22:21:50 UTC",33.0542,-116.4352,1.0,5.70,35,"Southern California"
ak,10272957,3,"Friday, July 15, 2011 22:13:51 UTC",53.6467,-165.7056,1.7,51.30,12,"Fox Islands, Aleutian Islands, Alaska"
nc,71601530,2,"Friday, July 15, 2011 22:01:07 UTC",40.7408,-122.3172,1.3,0.00, 6,"Northern California"
nc,71601525,2,"Friday, July 15, 2011 21:59:56 UTC",37.5675,-120.0958,2.4,30.80,11,"Central California"
hv,60247846,1,"Friday, July 15, 2011 21:48:48 UTC",19.1970,-155.5485,1.9,3.90,30,"Island of Hawaii, Hawaii"
us,c0004yj5,8,"Friday, July 15, 2011 21:45:07 UTC",-29.5222,-176.3753,5.1,50.00,80,"Kermadec Islands region"
nc,71601500,2,"Friday, July 15, 2011 21:26:11 UTC",37.0450,-118.4377,2.4,12.90,21,"Central California"
nc,71601490,4,"Friday, July 15, 2011 21:25:52 UTC",37.0407,-118.4503,2.1,10.80,41,"Central California"
ak,10270652,3,"Friday, July 15, 2011 21:23:11 UTC",60.3725,-141.5194,1.1,0.00, 9,"Southern Alaska"
ak,10272955,2,"Friday, July 15, 2011 21:16:15 UTC",59.7808,-153.2559,2.1,124.50,35,"Southern Alaska"
ak,10270648,2,"Friday, July 15, 2011 21:14:23 UTC",61.7524,-149.7493,1.3,42.50,18,"Southern Alaska"
ak,10270644,2,"Friday, July 15, 2011 21:07:05 UTC",62.2991,-149.6099,2.2,51.00,41,"Central Alaska"
nc,71601480,4,"Friday, July 15, 2011 21:00:11 UTC",38.2787,-122.2438,1.0,0.00, 6,"Northern California"
ci,15018212,2,"Friday, July 15, 2011 19:54:14 UTC",33.8488,-117.4863,1.6,0.00,11,"Greater Los Angeles area, California"
nc,71601465,2,"Friday, July 15, 2011 19:51:52 UTC",37.4968,-122.2752,1.3,4.00,18,"San Francisco Bay area, California"
us,c0004yim,8,"Friday, July 15, 2011 19:41:59 UTC",52.0583,-170.6715,3.5,6.80, 0,"Fox Islands, Aleutian Islands, Alaska"
ak,10270611,2,"Friday, July 15, 2011 19:28:11 UTC",58.0943,-155.4766,1.5,1.80,21,"Alaska Peninsula"
ak,10272949,2,"Friday, July 15, 2011 19:06:12 UTC",51.5078,-176.0152,1.7,25.60, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10270443,2,"Friday, July 15, 2011 18:59:37 UTC",64.9979,-146.4044,1.3,3.60,13,"Central Alaska"
ak,10270434,3,"Friday, July 15, 2011 18:48:31 UTC",59.9639,-141.6474,1.5,8.10,26,"Southeastern Alaska"
us,c0004ybg,7,"Friday, July 15, 2011 18:35:34 UTC",-3.3286,130.7158,4.8,47.20,74,"Seram, Indonesia"
us,c0004ybb,8,"Friday, July 15, 2011 18:32:54 UTC",-24.2042,-66.8934,4.3,184.00,69,"Salta, Argentina"
ak,10272946,2,"Friday, July 15, 2011 18:24:45 UTC",63.9714,-155.3108,2.6,5.50,17,"Central Alaska"
ci,15018172,3,"Friday, July 15, 2011 18:07:51 UTC",33.9447,-118.3445,2.2,14.50,26,"Greater Los Angeles area, California"
ak,10270404,2,"Friday, July 15, 2011 18:00:52 UTC",61.0626,-149.6836,1.5,36.20,18,"Southern Alaska"
us,c0004ya0,8,"Friday, July 15, 2011 18:00:25 UTC",27.0228,140.1722,4.9,484.90,278,"Bonin Islands, Japan region"
ak,10270401,3,"Friday, July 15, 2011 17:52:48 UTC",59.9077,-141.4693,1.5,8.60,24,"Southeastern Alaska"
uu,07151726,2,"Friday, July 15, 2011 17:26:01 UTC",40.7095,-111.9325,1.0,3.20,10,"Wasatch Front Urban Corridor, Utah"
ak,10270390,2,"Friday, July 15, 2011 17:22:27 UTC",60.1269,-153.0347,2.4,117.00,58,"Southern Alaska"
ak,10270389,3,"Friday, July 15, 2011 17:18:14 UTC",60.1645,-141.5523,1.3,0.00,14,"Southern Alaska"
uu,07151711,2,"Friday, July 15, 2011 17:11:17 UTC",39.9318,-111.8143,1.0,8.50, 5,"Utah"
ci,15018140,3,"Friday, July 15, 2011 17:07:01 UTC",31.0588,-115.6187,2.8,10.00,17,"Baja California, Mexico"
uu,07151704,2,"Friday, July 15, 2011 17:04:58 UTC",40.7118,-111.9363,1.5,4.80,16,"Wasatch Front Urban Corridor, Utah"
pr,11196016,0,"Friday, July 15, 2011 17:02:22 UTC",19.0970,-66.3069,2.3,6.00, 3,"Puerto Rico region"
nc,71601390,3,"Friday, July 15, 2011 16:56:04 UTC",38.8388,-122.4390,1.3,4.20,11,"Northern California"
nc,71601385,5,"Friday, July 15, 2011 16:48:11 UTC",36.4148,-119.8720,2.3,18.40,22,"Central California"
ak,10270377,2,"Friday, July 15, 2011 16:47:05 UTC",63.0232,-151.7411,1.1,11.20,11,"Central Alaska"
nc,71601380,2,"Friday, July 15, 2011 16:33:23 UTC",37.3470,-118.3528,1.0,5.60,10,"Central California"
pr,11196017,0,"Friday, July 15, 2011 16:32:48 UTC",19.0568,-64.5860,2.8,59.70, 4,"Virgin Islands region"
ci,15018092,3,"Friday, July 15, 2011 16:20:08 UTC",32.7967,-116.1338,1.1,11.00,22,"Southern California"
us,c0004y71,5,"Friday, July 15, 2011 16:14:16 UTC",-29.4592,-176.3159,5.1,37.70,93,"Kermadec Islands region"
pr,11196015,0,"Friday, July 15, 2011 16:06:18 UTC",18.2595,-66.3015,2.2,20.10, 4,"Puerto Rico"
ak,10272939,3,"Friday, July 15, 2011 16:03:20 UTC",52.2128,-170.3590,2.8,27.30,10,"Fox Islands, Aleutian Islands, Alaska"
ak,10272938,3,"Friday, July 15, 2011 16:03:01 UTC",51.6374,-176.6938,1.5,67.00,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10270355,2,"Friday, July 15, 2011 15:47:24 UTC",62.9000,-150.6101,1.3,90.90,11,"Central Alaska"
nc,71601355,2,"Friday, July 15, 2011 15:41:24 UTC",37.5120,-118.8280,1.3,4.10,27,"Central California"
pr,11196010,0,"Friday, July 15, 2011 15:37:53 UTC",18.1802,-67.2659,2.0,26.70, 6,"Mona Passage, Puerto Rico"
ak,10270349,2,"Friday, July 15, 2011 15:19:33 UTC",51.3509,-175.1948,2.5,13.00,14,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15018060,2,"Friday, July 15, 2011 15:15:57 UTC",34.3402,-116.8690,1.2,0.00,17,"Southern California"
uu,07151509,2,"Friday, July 15, 2011 15:09:11 UTC",40.7123,-111.9328,1.6,4.00,23,"Wasatch Front Urban Corridor, Utah"
us,c0004y4j,7,"Friday, July 15, 2011 15:00:51 UTC",-17.2269,167.3454,5.4,57.10,166,"Vanuatu"
us,c0004y4c,8,"Friday, July 15, 2011 14:55:30 UTC",-20.9483,-68.3257,5.3,87.30,247,"Potosi, Bolivia"
ak,10272934,3,"Friday, July 15, 2011 14:53:10 UTC",61.4103,-140.2150,1.3,8.20,14,"Southern Yukon Territory, Canada"
ak,10270334,3,"Friday, July 15, 2011 14:39:23 UTC",62.3077,-150.0225,1.9,1.10,23,"Central Alaska"
ak,10270330,3,"Friday, July 15, 2011 14:37:41 UTC",63.1402,-150.8078,2.3,133.40,40,"Central Alaska"
ak,10270328,4,"Friday, July 15, 2011 14:34:33 UTC",51.2682,-177.9125,2.6,23.50,17,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15018028,2,"Friday, July 15, 2011 14:28:11 UTC",32.8195,-115.4667,1.7,16.80,23,"Southern California"
ci,15018020,2,"Friday, July 15, 2011 14:07:19 UTC",33.5160,-116.4482,1.0,8.60,48,"Southern California"
mb,27290,1,"Friday, July 15, 2011 14:03:55 UTC",46.1583,-111.0206,1.1,0.20,14,"western Montana"
ci,15018012,2,"Friday, July 15, 2011 13:50:46 UTC",33.7688,-116.9215,1.4,14.10,28,"Southern California"
ak,10270317,2,"Friday, July 15, 2011 13:38:23 UTC",60.3777,-152.9999,2.3,138.00,54,"Southern Alaska"
uu,07151337,2,"Friday, July 15, 2011 13:37:54 UTC",39.9397,-111.8183,1.2,1.50,10,"Utah"
ak,10270316,3,"Friday, July 15, 2011 13:27:39 UTC",62.7076,-148.9659,1.3,72.90,16,"Central Alaska"
us,c0004y1i,9,"Friday, July 15, 2011 13:26:02 UTC",-60.7242,-23.6688,5.9,9.90,44,"South Sandwich Islands region"
ak,10270311,3,"Friday, July 15, 2011 12:54:28 UTC",51.8143,-175.5800,1.7,25.90,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10270306,2,"Friday, July 15, 2011 12:38:23 UTC",60.1425,-141.5730,1.5,0.00,21,"Southern Alaska"
nc,71601300,2,"Friday, July 15, 2011 12:34:52 UTC",39.8087,-120.7308,2.1,0.60,21,"Northern California"
ci,15017996,2,"Friday, July 15, 2011 12:31:51 UTC",35.9473,-117.6173,1.6,1.70,38,"Central California"
nc,71601295,3,"Friday, July 15, 2011 12:29:01 UTC",38.8147,-122.7923,1.4,3.40,52,"Northern California"
ak,10270297,2,"Friday, July 15, 2011 12:17:38 UTC",61.5023,-150.4176,1.7,45.50,23,"Southern Alaska"
ci,15017980,2,"Friday, July 15, 2011 12:03:11 UTC",33.7548,-116.9337,3.1,15.20,130,"Southern California"
us,c0004y0d,9,"Friday, July 15, 2011 12:01:09 UTC",36.1488,140.0311,5.3,60.20,351,"near the east coast of Honshu, Japan"
ak,10270285,2,"Friday, July 15, 2011 11:49:12 UTC",61.0181,-146.3057,1.1,17.40,12,"Southern Alaska"
ak,10272920,2,"Friday, July 15, 2011 11:45:58 UTC",63.5322,-150.9992,1.2,10.00, 9,"Central Alaska"
ci,15017956,2,"Friday, July 15, 2011 11:40:08 UTC",32.8083,-115.4640,1.5,15.50,22,"Southern California"
ci,15017948,2,"Friday, July 15, 2011 11:31:57 UTC",33.4092,-116.3893,1.2,7.50,65,"Southern California"
ci,15017932,2,"Friday, July 15, 2011 11:29:52 UTC",32.8087,-117.2503,1.1,5.50,25,"San Diego County urban area, California"
ci,15017924,2,"Friday, July 15, 2011 11:28:13 UTC",35.9380,-117.6207,1.3,2.10,30,"Central California"
ci,15017940,2,"Friday, July 15, 2011 11:26:51 UTC",33.9880,-117.5560,1.2,7.00,33,"Greater Los Angeles area, California"
ci,15017916,2,"Friday, July 15, 2011 11:20:54 UTC",32.8133,-115.4550,1.6,13.30,22,"Southern California"
ci,15017908,2,"Friday, July 15, 2011 11:18:36 UTC",32.7853,-115.4550,2.0,17.50,28,"Southern California"
ci,15017900,2,"Friday, July 15, 2011 11:17:30 UTC",32.8160,-115.4488,1.7,11.80,22,"Southern California"
ci,15017892,2,"Friday, July 15, 2011 11:15:16 UTC",32.7820,-115.4367,2.7,14.20,37,"Southern California"
ak,10270274,3,"Friday, July 15, 2011 11:13:39 UTC",53.3063,-162.2674,3.1,41.50,26,"south of Alaska"
ci,15017884,2,"Friday, July 15, 2011 11:11:36 UTC",32.1925,-115.0845,2.2,6.80,11,"Baja California, Mexico"
ci,15017876,2,"Friday, July 15, 2011 11:07:43 UTC",32.8857,-115.4798,1.5,11.50,17,"Southern California"
ak,10270273,2,"Friday, July 15, 2011 11:05:19 UTC",52.9398,-166.4592,2.4,16.70,13,"Fox Islands, Aleutian Islands, Alaska"
ci,15017860,3,"Friday, July 15, 2011 10:59:38 UTC",32.0955,-115.1168,3.5,10.00,14,"Baja California, Mexico"
ci,15017868,2,"Friday, July 15, 2011 10:58:06 UTC",32.1273,-115.1070,2.0,7.00, 8,"Baja California, Mexico"
ci,15017844,2,"Friday, July 15, 2011 10:53:31 UTC",34.0518,-117.2195,1.9,7.10,17,"Greater Los Angeles area, California"
ci,15017836,2,"Friday, July 15, 2011 10:49:33 UTC",32.1133,-115.0910,2.6,21.80,14,"Baja California, Mexico"
ci,15017828,3,"Friday, July 15, 2011 10:37:58 UTC",31.9955,-115.1302,4.1,10.00,14,"Baja California, Mexico"
ci,15017820,2,"Friday, July 15, 2011 10:28:03 UTC",32.7970,-115.3793,1.4,20.00,13,"Southern California"
nc,71601235,2,"Friday, July 15, 2011 10:25:54 UTC",37.9785,-122.7908,1.1,12.00,11,"Northern California"
ci,15017812,2,"Friday, July 15, 2011 10:18:24 UTC",32.7747,-115.4393,1.3,15.60,17,"Southern California"
ci,15017804,2,"Friday, July 15, 2011 10:07:18 UTC",32.8097,-115.4528,1.8,15.00,16,"Southern California"
ci,15017796,4,"Friday, July 15, 2011 10:05:58 UTC",32.8155,-115.4568,1.7,12.30,25,"Southern California"
nn,00343128,8,"Friday, July 15, 2011 10:02:53 UTC",39.3191,-119.9684,1.0,4.60,15,"Nevada"
ci,15017788,4,"Friday, July 15, 2011 09:39:05 UTC",32.8033,-115.4448,1.4,11.10,16,"Southern California"
pr,11196014,0,"Friday, July 15, 2011 09:38:22 UTC",19.0939,-64.9329,3.3,55.00, 6,"Virgin Islands region"
nm,071511c,A,"Friday, July 15, 2011 09:35:00 UTC",35.4575,-92.2578,2.2,4.00,10,"Arkansas"
ak,10270258,2,"Friday, July 15, 2011 09:28:02 UTC",61.1036,-150.7291,2.2,51.90,40,"Southern Alaska"
nc,71601210,2,"Friday, July 15, 2011 09:25:36 UTC",38.8255,-122.8523,1.0,2.00,40,"Northern California"
pr,11196013,0,"Friday, July 15, 2011 09:21:37 UTC",18.9179,-64.6849,3.1,99.00, 3,"Virgin Islands region"
pr,11196012,0,"Friday, July 15, 2011 09:14:36 UTC",18.5909,-64.6009,3.0,95.00, 3,"Virgin Islands region"
pr,11196011,0,"Friday, July 15, 2011 09:09:58 UTC",19.1935,-64.9142,3.2,43.70, 6,"Virgin Islands region"
ci,15017772,2,"Friday, July 15, 2011 09:08:24 UTC",32.8097,-115.4675,1.9,20.00,27,"Southern California"
nc,71601205,2,"Friday, July 15, 2011 09:00:42 UTC",37.4975,-122.2723,1.1,4.70,26,"San Francisco Bay area, California"
hv,60247661,1,"Friday, July 15, 2011 08:51:19 UTC",19.3833,-155.2362,1.8,2.90,39,"Island of Hawaii, Hawaii"
ci,15017764,2,"Friday, July 15, 2011 08:50:47 UTC",32.7927,-115.4563,2.8,15.70,49,"Southern California"
ci,15017756,2,"Friday, July 15, 2011 08:50:16 UTC",32.7958,-115.4472,2.4,15.10,23,"Southern California"
ci,37003079,2,"Friday, July 15, 2011 08:49:23 UTC",32.8708,-115.6195,1.9,15.60,13,"Southern California"
ci,15017740,4,"Friday, July 15, 2011 08:49:20 UTC",32.8007,-115.4660,2.0,15.20,34,"Southern California"
ci,15017748,2,"Friday, July 15, 2011 08:46:52 UTC",32.8628,-115.4603,1.5,14.20,12,"Southern California"
us,c0004xww,8,"Friday, July 15, 2011 08:42:09 UTC",-29.7964,-176.9058,5.0,34.40,86,"Kermadec Islands region"
ak,10270428,4,"Friday, July 15, 2011 08:40:06 UTC",51.9574,-172.9035,2.7,66.70,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10270245,4,"Friday, July 15, 2011 08:38:20 UTC",60.3412,-143.0317,1.3,5.20,20,"Southern Alaska"
nc,71601195,2,"Friday, July 15, 2011 08:38:16 UTC",37.4950,-122.2748,1.3,3.90,33,"San Francisco Bay area, California"
ci,15017732,2,"Friday, July 15, 2011 08:34:22 UTC",32.8165,-115.4523,1.5,16.60,14,"Southern California"
pr,11196009,0,"Friday, July 15, 2011 08:32:38 UTC",19.0149,-64.8150,3.4,88.10, 5,"Virgin Islands region"
ak,10272913,2,"Friday, July 15, 2011 08:31:35 UTC",63.2788,-150.4638,1.4,116.40,16,"Central Alaska"
nc,71601190,2,"Friday, July 15, 2011 08:26:34 UTC",38.7728,-122.7455,1.3,0.30,49,"Northern California"
pr,11196008,0,"Friday, July 15, 2011 08:22:48 UTC",18.9090,-64.7429,3.2,103.90, 4,"Virgin Islands region"
uu,07150822,2,"Friday, July 15, 2011 08:22:48 UTC",40.7222,-111.9367,1.0,1.90,12,"Wasatch Front Urban Corridor, Utah"
ak,10272912,2,"Friday, July 15, 2011 08:16:33 UTC",59.0100,-154.4653,2.1,137.80,21,"Southern Alaska"
ak,10270241,3,"Friday, July 15, 2011 08:04:21 UTC",52.1997,-175.0326,2.1,13.30,12,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15017724,3,"Friday, July 15, 2011 07:56:51 UTC",36.1335,-118.1487,1.8,5.90,42,"Central California"
pr,11196007,0,"Friday, July 15, 2011 07:52:32 UTC",19.0879,-64.7590,3.0,78.40, 3,"Virgin Islands region"
pr,11196006,0,"Friday, July 15, 2011 07:51:43 UTC",19.2730,-64.9639,2.7,43.90, 3,"Virgin Islands region"
nm,071511b,A,"Friday, July 15, 2011 07:49:45 UTC",35.2251,-92.3758,2.3,5.90,12,"Arkansas"
pr,11196005,0,"Friday, July 15, 2011 07:46:51 UTC",19.1159,-64.9130,2.9,8.40, 3,"Virgin Islands region"
ci,15017716,2,"Friday, July 15, 2011 07:44:46 UTC",35.3585,-118.5600,1.0,5.50,31,"Central California"
us,c0004xwe,6,"Friday, July 15, 2011 07:41:24 UTC",-21.3770,-179.2603,4.8,609.10,150,"Fiji region"
nc,71601165,2,"Friday, July 15, 2011 07:16:37 UTC",36.1402,-120.7290,1.6,4.60,57,"Central California"
pr,11196001,0,"Friday, July 15, 2011 07:11:58 UTC",19.2220,-64.9140,3.0,52.80, 5,"Virgin Islands region"
ci,15017700,2,"Friday, July 15, 2011 06:55:06 UTC",32.8183,-115.4610,1.4,18.10,10,"Southern California"
nc,71601155,2,"Friday, July 15, 2011 06:51:48 UTC",37.3153,-118.3977,1.1,10.30,12,"Central California"
ci,15017684,2,"Friday, July 15, 2011 06:44:35 UTC",32.8063,-115.4605,2.3,17.90,30,"Southern California"
ak,10270227,3,"Friday, July 15, 2011 06:41:28 UTC",60.3637,-143.0041,1.2,2.80,19,"Southern Alaska"
nc,71601145,3,"Friday, July 15, 2011 06:38:43 UTC",37.4958,-122.2718,2.1,4.30,106,"San Francisco Bay area, California"
ak,10270221,2,"Friday, July 15, 2011 06:21:30 UTC",60.9813,-147.1147,1.9,18.20,31,"Southern Alaska"
pr,11196004,0,"Friday, July 15, 2011 06:21:28 UTC",18.3719,-67.5360,2.9,106.50, 6,"Mona Passage, Puerto Rico"
ak,10270219,2,"Friday, July 15, 2011 06:19:43 UTC",61.6627,-150.7786,1.7,57.20,26,"Southern Alaska"
nc,71601140,2,"Friday, July 15, 2011 06:12:25 UTC",38.8258,-122.8283,1.0,3.00,45,"Northern California"
us,c0004xut,7,"Friday, July 15, 2011 05:57:20 UTC",38.1163,143.4912,4.9,25.40,108,"off the east coast of Honshu, Japan"
ak,10270212,2,"Friday, July 15, 2011 05:50:50 UTC",63.3211,-151.1805,1.6,10.70,14,"Central Alaska"
us,c0004xun,5,"Friday, July 15, 2011 05:50:28 UTC",-29.7754,-176.5211,5.1,43.80,31,"Kermadec Islands region"
ci,15017676,2,"Friday, July 15, 2011 05:45:55 UTC",32.8195,-115.4627,1.8,15.00,23,"Southern California"
ak,10270207,4,"Friday, July 15, 2011 05:41:15 UTC",51.4206,-178.1435,2.9,41.20,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10270199,4,"Friday, July 15, 2011 05:36:21 UTC",63.8201,-149.1337,4.0,116.90,82,"Central Alaska"
us,c0004xtx,8,"Friday, July 15, 2011 05:27:44 UTC",-24.4996,179.9093,4.7,510.20,130,"south of the Fiji Islands"
pr,11196003,0,"Friday, July 15, 2011 05:23:04 UTC",19.3150,-64.9079,2.7,30.90, 3,"Virgin Islands region"
ak,10272904,2,"Friday, July 15, 2011 05:14:10 UTC",63.1113,-150.8602,1.7,125.50,21,"Central Alaska"
ak,10272903,2,"Friday, July 15, 2011 05:13:19 UTC",58.1403,-156.2882,1.3,3.20, 9,"Alaska Peninsula"
ci,15017668,2,"Friday, July 15, 2011 05:11:38 UTC",32.7922,-115.4665,1.9,14.40,18,"Southern California"
ci,15017660,2,"Friday, July 15, 2011 05:07:47 UTC",32.8243,-115.4650,1.8,16.00,23,"Southern California"
ci,15017652,2,"Friday, July 15, 2011 04:59:55 UTC",32.8268,-115.4720,1.6,13.50,21,"Southern California"
ak,10270192,3,"Friday, July 15, 2011 04:55:52 UTC",60.3410,-140.8770,1.4,11.60,15,"Southern Yukon Territory, Canada"
ci,15017636,2,"Friday, July 15, 2011 04:53:09 UTC",32.7917,-115.4457,3.0,13.10,38,"Southern California"
ci,15017628,2,"Friday, July 15, 2011 04:52:54 UTC",36.1243,-118.1450,1.4,8.10,34,"Central California"
ci,15017620,4,"Friday, July 15, 2011 04:36:19 UTC",32.8202,-115.4588,1.9,12.40,24,"Southern California"
ak,10272901,3,"Friday, July 15, 2011 04:35:00 UTC",66.8818,-146.3349,1.5,4.40, 8,"northern Alaska"
ci,15017612,4,"Friday, July 15, 2011 04:34:36 UTC",32.8187,-115.4623,2.2,14.80,28,"Southern California"
ak,10270177,3,"Friday, July 15, 2011 04:11:40 UTC",60.0410,-151.7028,3.0,67.90,64,"Kenai Peninsula, Alaska"
nm,071511a,B,"Friday, July 15, 2011 04:08:54 UTC",35.2330,-92.3785,2.8,4.50,14,"Arkansas"
ak,10270170,2,"Friday, July 15, 2011 03:29:41 UTC",61.9304,-149.2196,2.0,39.70,28,"Southern Alaska"
ak,10270166,2,"Friday, July 15, 2011 03:21:53 UTC",62.5711,-152.2454,2.8,2.90,39,"Central Alaska"
nm,071511d,A,"Friday, July 15, 2011 02:49:06 UTC",35.4630,-92.2587,2.4,3.50,12,"Arkansas"
hv,60247566,1,"Friday, July 15, 2011 02:39:55 UTC",19.4207,-155.2743,2.3,8.30, 9,"Island of Hawaii, Hawaii"
ak,10270156,3,"Friday, July 15, 2011 02:33:20 UTC",62.1195,-152.5015,2.1,3.40,26,"Central Alaska"
ci,15017604,2,"Friday, July 15, 2011 02:31:13 UTC",32.1990,-115.2182,2.5,6.10,13,"Baja California, Mexico"
ci,15017588,4,"Friday, July 15, 2011 02:25:28 UTC",33.9965,-117.2870,2.6,13.50,162,"Greater Los Angeles area, California"
uu,07150202,2,"Friday, July 15, 2011 02:02:25 UTC",44.7242,-111.0877,1.3,10.70,15,"Yellowstone National Park, Montana"
ci,15017572,4,"Friday, July 15, 2011 01:59:35 UTC",33.8797,-116.8322,1.1,17.00,32,"Southern California"
ak,10270148,4,"Friday, July 15, 2011 01:49:02 UTC",51.7547,-172.2997,3.8,42.40,25,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10270145,2,"Friday, July 15, 2011 01:42:17 UTC",63.9381,-148.9318,1.4,0.00,12,"Central Alaska"
nc,71601085,2,"Friday, July 15, 2011 01:33:11 UTC",36.6312,-121.2418,1.2,9.60,25,"Central California"
ak,10270138,3,"Friday, July 15, 2011 01:29:58 UTC",51.7515,-172.2604,3.3,43.30,23,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71601080,3,"Friday, July 15, 2011 01:21:46 UTC",38.7460,-122.7328,1.4,2.50,34,"Northern California"
